value,is_slotted,id,sku,slug,color,category,image_url,product_type,release_date,release_date_year,variation_id,box_condition,used_image_url,cheapest_product,product_condition,count_for_product_condition,goat_url
Kobe 9 Elite 'Black History Month',False,13207,704304 010,kobe-9-elite-bhm-704304-010,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/709/181/original/13207_00.png.png,sneakers,20150119,2015,d6374b98-c84f-4955-803d-a94c985cdc82,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-bhm-704304-010
Kobe 9 EM GS 'Volt',False,774936,653593 701,kobe-9-em-gs-volt-653593-701,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/937/534/original/653593_701.png.png,sneakers,20140607,2014,1ae8696b-4b81-4732-b3f8-16a829036927,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/083/051/895/square/camera-outerPhotoData-2023-01-0317_26_45_0000.jpg?1672766805,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/083/051/895/square/camera-outerPhotoData-2023-01-0317_26_45_0000.jpg?1672766805""}",used,1,https://www.goat.com/sneakers/kobe-9-em-gs-volt-653593-701
Zoom Kobe 6 'Lakers Home',False,25146,429659 104,zoom-kobe-6-429659-104,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/004/079/987/original/429659_104.png,sneakers,20111001,2011,MASTER_VARIATION_25146_SALES_CHANNEL_1,,,,,,https://www.goat.com/sneakers/zoom-kobe-6-429659-104
Zoom Kobe 5 GS 'Lakers Home',False,849396,386647 100,zoom-kobe-5-gs-lakers-home-386647-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/075/157/863/original/849396_00.png.png,sneakers,20091031,2009,8989002c-76e7-41bc-ac84-19f916a02c09,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/087/454/002/square/temp1681957918.jpeg?1681957918,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/087/454/002/square/temp1681957918.jpeg?1681957918""}",used,1,https://www.goat.com/sneakers/zoom-kobe-5-gs-lakers-home-386647-100
Kobe 10 Elite 'Drill Sergeant',False,29827,747212 303,kobe-10-elite-low-overcome-747212-303,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/961/122/original/747212_303.png.png,sneakers,20150812,2015,f7a16c72-fb28-49df-98d4-2a25dd9bf291,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-overcome-747212-303
Zoom Kobe 4 'Lakers Away',False,24324,344335 073,zoom-kobe-4-344335-073,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/095/original/344335_073.png.png,sneakers,20091110,2009,ea487530-862a-4185-bbb6-17eb9d3b2700,badly_damaged,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-344335-073
Kobe A.D. Exodus TB 'Wolf Grey',False,606094,AT3874 002,kobe-a-d-exodus-tb-wolf-grey-at3874-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/109/036/original/606094_00.png.png,sneakers,,,0c1ae984-5888-4910-96e2-d36924e4d584,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-wolf-grey-at3874-002
Zoom Kobe 5 'Prelude',False,13089,639691 700,zoom-kobe-5-prelude-639691-700,gold,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/056/530/214/original/13089_00.png.png,sneakers,20140104,2014,cbca58fd-602b-4167-82b3-a62be6b8dee3,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-prelude-639691-700
Kobe 8 System Premium 'What The Kobe',False,12983,635438 800,kobe-8-system-premium-what-the-kobe-635438-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/832/638/original/12983_00.png.png,sneakers,20131206,2013,4dfae5e2-66df-4473-b265-49602c152e72,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-premium-what-the-kobe-635438-800
Zoom Kobe 7 System 'Wolf Grey',False,25621,488371 002,zoom-kobe-7-system-wolf-grey-488371-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/068/990/536/original/25621_00.png.png,sneakers,20120315,2012,c3af5b3c-2b79-47ba-82be-51cee6d889ee,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/088/307/724/square/temp1683859130.jpeg?1683859130,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/088/307/724/square/temp1683859130.jpeg?1683859130""}",used,8,https://www.goat.com/sneakers/zoom-kobe-7-system-wolf-grey-488371-002
Kobe 10 GS 'Emerald City',False,656787,726067 402,kobe-10-gs-emerald-city-726067-402,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/039/128/574/original/726067_402.png.png,sneakers,20151003,2015,0cfcc088-d373-40a7-ba1d-8f0050667987,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/087/126/408/square/temp1681233913.jpeg?1681233913,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/087/126/408/square/temp1681233913.jpeg?1681233913""}",used,1,https://www.goat.com/sneakers/kobe-10-gs-emerald-city-726067-402
Zoom Kobe 5 Protro 'EYBL - Tie Dye',False,719499,CZ6190 900,zoom-kobe-5-protro-eybl-tie-dye-cz6190-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/012/342/original/719499_00.png.png,sneakers,20200828,2020,f6ace68f-7f1e-4992-9aa5-6c3cc1c5c9e3,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-protro-eybl-tie-dye-cz6190-900
Zoom Kobe 5 'Bruce Lee',False,24055,386429 701,zoom-kobe-5-bruce-lee-386429-701,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/968/214/original/24055_00.png.png,sneakers,20100206,2010,56047424-911f-48bf-833b-1a1be14892a1,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-bruce-lee-386429-701
Crazy 1 Kobe 'Stormtrooper' 2022,False,900685,GY3810,crazy-1-kobe-stormtrooper-gy3810,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/144/687/original/900685_00.png.png,sneakers,20221217,2022,680d11f4-d9a0-4978-a7e9-5bc0a85904ef,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/crazy-1-kobe-stormtrooper-gy3810
Zoom Kobe 6 'Black Del Sol',False,712583,436311 002,zoom-kobe-6-x-black-del-sol-436311-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/056/501/716/original/436311_002.png.png,sneakers,20110106,2011,03b72fd0-8709-4416-83ec-7c8a651805bf,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/089/718/043/square/temp1686892877.jpeg?1686892877,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/089/718/043/square/temp1686892877.jpeg?1686892877""}",used,1,https://www.goat.com/sneakers/zoom-kobe-6-x-black-del-sol-436311-002
Zoom Kobe 5 'Wolf Grey',False,24952,386429 006,kobe-5-386429-006,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/760/534/original/24952_00.png.png,sneakers,20100918,2010,c0a292d1-bad0-46c2-ab5a-88d4ecc299e7,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-5-386429-006
Zoom Kobe 2 'Prelude',False,13277,640222 001,zoom-kobe-2-prelude-prelude-2-640222-001,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/643/697/original/13277_00.png.png,sneakers,20131214,2013,28349c25-7b0d-48eb-91b1-a56789a11776,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-2-prelude-prelude-2-640222-001
Kobe Dream Season 3 Low 'Black',False,918291,454105 003,kobe-dream-season-3-low-black-454105-003,black,shoes,,sneakers,,,f328c18e-fd50-4117-b2a3-81f970446086,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-dream-season-3-low-black-454105-003
Kobe 9 Premium HTM 'Milan - Black Multi-Color',False,14973,698595 009,kobe-9-premium-htm-698595-009,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/226/045/original/698595_009.png.png,sneakers,20140408,2014,09855be1-9a79-411c-b44d-c91d0a731655,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-premium-htm-698595-009
Kobe A.D. TB Promo 'Clover',False,561558,AT3874 300,kobe-a-d-tb-promo-clover-at3874-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/027/769/163/original/AT3874_300.png.png,sneakers,,,1a26d870-1d14-4084-8965-104b847353c8,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-promo-clover-at3874-300
Kobe A.D. TB 'Gorge Green',False,540488,AT3874 302,kobe-a-d-tb-gorge-green-at3874-302,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/024/995/046/original/AT3874_302.png.png,sneakers,,,10c7b1dc-06eb-4732-a5ea-b64d50621df6,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-gorge-green-at3874-302
Kobe A.D. Exodus TB 'Khaki Desert Army',False,600124,AT3874 702,kobe-a-d-exodus-tb-khaki-desert-army-at3874-702,brown,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/344/834/original/600124_00.png.png,sneakers,,,b2edcd6e-74a9-40a5-9034-b976ebef261a,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-khaki-desert-army-at3874-702
Zoom Kobe 3 'Prelude',False,13273,640551 005,zoom-kobe-3-prelude-prelude-3-640551-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/728/694/original/13273_00.png.png,sneakers,20131221,2013,2da212e4-1fd1-479a-8324-7006c0d89b62,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-3-prelude-prelude-3-640551-005
Zoom Kobe 3 'Orca',False,51627,318090 012,zoom-kobe-3-318090-012,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/234/original/318090_012.png.png,sneakers,20080101,2008,7f149622-bff6-4f54-b6c6-150f8b8e69cf,badly_damaged,,,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-3-318090-012
Kobe Mentality 'Bright Crimson',False,133267,704942 600,kobe-mentality-704942-600,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/116/900/original/704942_600.png,sneakers,,,b2e95bf0-7ed0-4505-b8a9-d94503b2db91,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-mentality-704942-600
Zoom Kobe 6 'Wolf Grey',False,49022,429659 012,zoom-kobe-6-429659-012,silver,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/387/981/original/429659_012.png,sneakers,20110701,2011,09a7e7d2-b87d-4f45-90db-f1e50a3a8d4e,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-012
Kobe 9 Elite 'Details',False,12966,630847 003,kobe-9-elite-details-630847-003,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/178/271/original/12966_00.png.png,sneakers,20140322,2014,cf3ead55-1b4e-4b77-a4a5-bf921839def8,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-details-630847-003
Kobe 10 Elite 'Grinch' iD,False,38202,802817 901,kobe-10-elite-low-nikeid-grinch-802817-993,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/144/752/original/802817_993.png,sneakers,20151222,2015,db716022-579f-466e-b1e5-550ff2ce7436,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-nikeid-grinch-802817-993
Kobe 9 Elite 'Inspiration',False,13047,630847 004,kobe-9-elite-inspiration-630847-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/760/031/original/13047_00.png.png,sneakers,20140301,2014,16740fdf-cc56-4fb2-ae9d-df58f81fb162,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-inspiration-630847-004
Crazy 1 Kobe 'Mother's Day',False,582044,G98370,crazy-1-kobe-mother-s-day-g98370,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/031/039/300/original/G98370.png.png,sneakers,20140420,2014,91bb508f-d81d-4ca8-b9d4-f1fc90fb0c0d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/crazy-1-kobe-mother-s-day-g98370
Crazy 97 EQT Elevation Kobe Bryant '1997 All Star',False,921274,GY9125,crazy-97-eqt-elevation-kobe-bryant-1997-all-star-gy9125,silver,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/076/009/694/original/921274_00.png.png,sneakers,20220722,2022,0bf86bc0-dc16-48da-9b04-2fd2d57b5f24,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/crazy-97-eqt-elevation-kobe-bryant-1997-all-star-gy9125
Undefeated x Zoom Kobe 1 Protro 'Camo',False,316852,AQ3635 300,undefeated-x-zoom-kobe-1-protro,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/447/771/original/316852_00.png.png,sneakers,20180216,2018,ec0c236b-b0d9-4d13-a7e9-03adc55f8cee,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-1-protro
Kobe 11 Elite Low 4KB 'Black Horse',False,68616,824463 063,kobe-11-black-horse-824463-063,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/066/734/790/original/68616_00.png.png,sneakers,20160917,2016,4817b6e3-6911-46d6-bf34-d890d19e86bd,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-black-horse-824463-063
Crazy 97 EQT Elevation Kobe Bryant '1997 Slam Dunk Contest',False,1840,Q33088,adidas-men-crazy-97-eqt-elevation-kobe-bryant-1997-slam-dunk-contest-q33088,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/009/887/839/original/Q33088.png,sneakers,,,2987aed7-a521-49bf-91de-51d05a8017e0,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/adidas-men-crazy-97-eqt-elevation-kobe-bryant-1997-slam-dunk-contest-q33088
Kobe 10 Elite 'Opening Night',False,33737,802762 707,kobe-10-opening-night-802762-707,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/458/250/original/802762_707.png.png,sneakers,20151127,2015,83cb6d29-ad0a-4931-ade8-867fa2767ca4,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-opening-night-802762-707
Kobe 9 Elite 'Fade To Black',False,45405,869455 002,kobe-9-elite-ftb-869455-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/637/433/original/45405_00.png.png,sneakers,20160411,2016,dd04061d-2c9f-4dc2-b808-bb6496f4a683,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-ftb-869455-002
Zoom Kobe 4 'Fade To Black',False,45399,869450 005,zoom-kobe-4-ftb-869450-005,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/605/776/original/869450_005.png,sneakers,20160330,2016,421ce3af-667c-4d16-87af-fba7c27973c4,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-ftb-869450-005
Kobe 11 Elite Low 'Fade To Black,False,45407,869459 001,kobe-11-elite-low-ftb-869459-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/131/600/original/45407_00.png.png,sneakers,20160413,2016,11951489-7a0d-42c5-a138-aa5b1cb4b1d9,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-low-ftb-869459-001
Kobe A.D. Exodus TB 'White Blue',False,603096,AT3874 112,kobe-a-d-exodus-tb-white-blue-at3874-112,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/447/793/original/AT3874_112.png.png,sneakers,,,9e4d6c2b-7498-4475-b634-f8c8009dc0c2,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-white-blue-at3874-112
Kobe 10 Elite High 'American',False,34186,718763 614,kobe-x-elite-high-american-718763-614,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/065/993/450/original/34186_00.png.png,sneakers,20151124,2015,22161bcf-582c-44c4-a96a-3f9f56056948,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-x-elite-high-american-718763-614
Zoom Kobe 7 Supreme 'Christmas',False,13186,488244 500,zoom-kobe-7-supreme-christmas-488244-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/326/477/original/13186_00.png.png,sneakers,20111225,2011,78f809ec-e695-4c31-bbb4-eaf0caaf9ee2,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-7-supreme-christmas-488244-500
Kobe 11 Elite Low 'Multi-Color' iD,False,686194,835649 9XX,kobe-11-elite-low-id-835649-9xx,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/042/629/033/original/835649_9XX.png.png,sneakers,20161017,2016,f1aa62fc-b4a6-4cf8-a4bc-d1e8ec10615c,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-low-id-835649-9xx
Zoom Kobe Venomenom 4 XDR 'Black University Gold',False,912324,630916 004,zoom-kobe-venomenom-4-xdr-black-university-gold-630916-004,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/048/805/original/630916_004.png.png,sneakers,,,d276218a-699f-4e35-80e5-5e3320134899,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenom-4-xdr-black-university-gold-630916-004
Kobe 11 'EYBL Peach Jam',False,147212,856852 282,kobe-11-peach-jam-856852-282,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/749/609/original/856852_282.png,sneakers,20170701,2017,30e1d262-4262-45dd-b503-53c2224c7359,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-peach-jam-856852-282
Kobe A.D. Exodus TB 'Game Royal',False,600105,AT3874 404,kobe-a-d-exodus-tb-game-royal-at3874-404,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/020/447/original/AT3874_404.png.png,sneakers,,,5a3c56f4-0e56-4821-bcca-d41daf311fc4,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-game-royal-at3874-404
Kobe A.D. TB 'White Blue',False,569276,AT3874 107,kobe-a-d-tb-white-blue-at3874-107,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/394/575/original/569276_00.png.png,sneakers,,,8b8bf11b-8bf4-467d-aa64-e5b153b317a6,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-white-blue-at3874-107
Zoom Kobe 5 XDR 'Lakers Away',False,25301,386430 071,zoom-kobe-5-x-386430-071,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/683/original/386430_071.png.png,sneakers,20091031,2009,149b4a68-4c2f-496c-a729-42d94972a83c,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-x-386430-071
Kobe 8 System 'Graffiti',False,15220,555035 100,kobe-8,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/109/929/original/15220_00.png.png,sneakers,20130824,2013,e7f27971-c6fd-4096-903a-9897315a12fb,good_condition,,,new_with_defects,0,https://www.goat.com/sneakers/kobe-8
Kobe 8 'Fade To Black',False,45403,869456 551,zoom-kobe-8-ftb-869456-551,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/159/992/original/45403_00.png.png,sneakers,20160408,2016,28fbef60-4c40-4cb6-8b90-1dada05b0645,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-8-ftb-869456-551
Kobe A.D. 2018 TB 'Purple',False,527080,AT3874 500,kobe-a-d-2018-tb-purple-at3874-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/584/748/original/527080_00.png.png,sneakers,,,05d0764a-0244-432a-9d41-ae442ee0a18f,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-2018-tb-purple-at3874-500
Kobe 10 Elite 'Fade To Black,False,45406,869458 441,kobe-10-elite-low-ftb-869458-441,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/176/062/original/45406_00.png.png,sneakers,20160411,2016,65752e43-59fa-4657-9745-b6e3c47bedf6,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-ftb-869458-441
Zoom Kobe 6 Protro 'Think Pink',False,631513,DJ3596 600,zoom-kobe-6-protro-think-pink-cw2190-600,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/790/215/original/631513_00.png.png,sneakers,,,e0ebb6e1-3ca4-4734-8d5c-2947bf1375d9,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-protro-think-pink-cw2190-600
Kobe 9 NSW Lifestyle 'Marble',False,576932,630774 100,kobe-9-nsw-lifestyle-marble-630774-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/030/072/120/original/630774_100.png.png,sneakers,20140416,2014,16668ba8-e758-484f-a419-b89d0c871d6e,badly_damaged,https://image.goat.com/attachments/product_outer_pictures/images/070/934/851/square/temp1650326673.jpeg?1650326673,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/070/934/851/square/temp1650326673.jpeg?1650326673""}",used,3,https://www.goat.com/sneakers/kobe-9-nsw-lifestyle-marble-630774-100
Kobe A.D. EP 'Black Mamba',False,304474,852427 064,kobe-a-d-ep-black-mamba-852427-064,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/009/385/289/original/852427_064.png.png,sneakers,,,90bace19-c7d2-4f58-84cf-da2f9dcaac2e,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-ep-black-mamba-852427-064
Kobe 8 System 'Prelude',False,13004,639655 900,kobe-8-system-prelude-prelude-8-639655-900,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/566/183/original/13004_00.png.png,sneakers,20140125,2014,17212a91-aa59-4be5-a3e4-1dcfbeb90d36,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-prelude-prelude-8-639655-900
Kobe A.D. NXT 360 'Black Multicolor',False,441828,AQ1087 002,kobe-a-d-nxt-360-black-multicolor-aq1087-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/972/505/original/441828_00.png.png,sneakers,20180901,2018,b53494ed-deda-4fc5-b02b-85f5f69916fc,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-360-black-multicolor-aq1087-002
Kobe A.D. NXT 360 'Mamba Day',False,342759,AQ1087 001,kobe-a-d-nxt-360-ec588af6-dc32-4880-b6a6-f0f8bf54f08d,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/459/458/original/342759_00.png.png,sneakers,20180413,2018,57cb1ae3-8bad-4135-878a-df3795ac1e9e,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-360-ec588af6-dc32-4880-b6a6-f0f8bf54f08d
Zoom Kobe 1 Protro 'Del Sol',False,316330,AQ2728 003,zoom-kobe-1-protro-aq2728-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/447/694/original/316330_00.png.png,sneakers,20180217,2018,c34736dd-f7ed-4f70-bce3-275b63d91631,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-1-protro-aq2728-003
Zoom Kobe 4 'Lakers Home',False,132702,344335 113,zoom-kobe-4-lakers-gradient-344335-113,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/126/159/original/344335_113.png.png,sneakers,20091110,2009,cd18c4f7-6cd6-451f-8a8c-fef8162eccad,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-lakers-gradient-344335-113
Kobe 10 TB 'Wolf Grey',False,860008,813030 011,kobe-10-tb-wolf-grey-813030-011,grey,shoes,,sneakers,,,81592eba-3ccb-4210-ad69-584e60a1b1ab,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/086/694/573/square/temp1680211704.jpeg?1680211704,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/086/694/573/square/temp1680211704.jpeg?1680211704""}",used,1,https://www.goat.com/sneakers/kobe-10-tb-wolf-grey-813030-011
Kobe 9 Elite Premium 'What The Kobe',False,12985,678301 904,kobe-9-elite-premium-what-the-kobe-678301-904,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/832/654/original/12985_00.png.png,sneakers,20150111,2015,427041bc-19b3-48f7-b063-eff532d71853,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-premium-what-the-kobe-678301-904
Zoom Kobe 5 TB 'Metallic Silver',False,1157339,407710 011,zoom-kobe-5-tb-metallic-silver-407710-011,silver,shoes,,sneakers,20100820,2010,1e498854-5f61-4b27-b3ae-d819f1986d34,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-tb-metallic-silver-407710-011
Zoom Kobe 5 'Fade To Black',False,45400,869454 006,zoom-kobe-5-ftb-869454-006,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/742/448/original/45400_00.png.png,sneakers,20160404,2016,11d2a1a2-3646-4e86-aaaa-a0f87aba9d56,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-ftb-869454-006
Kobe 8 System 'Christmas',False,13309,555035 030,kobe-8-system-christmas-555035-030,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/216/812/original/13309_00.png.png,sneakers,20121226,2012,5d626932-f6ac-46f4-97e6-827f49394c44,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-christmas-555035-030
Zoom Kobe 6 'Fade To Black',False,45401,869457 007,zoom-kobe-6-ftb-869457-007,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/759/884/original/45401_00.png.png,sneakers,20160405,2016,be1a7fb3-53d1-4f8c-97e6-92d937892179,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-ftb-869457-007
Kobe 8 System TB 'Gorge Green',False,489770,599520 301,kobe-8-system-tb-gorge-green-599520-301,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/018/129/125/original/599520_301.png.png,sneakers,20131016,2013,d6382452-4669-41cc-9f9c-a8e7284112fe,good_condition,,,new_with_defects,0,https://www.goat.com/sneakers/kobe-8-system-tb-gorge-green-599520-301
Kobe 9 Elite XDR 'Fundametals',False,490358,641714 100,kobe-9-elite-fundametals-641714-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/485/186/original/641714_100.png.png,sneakers,20140606,2014,650c6a26-f3d2-446f-af37-bc52b574f6e1,badly_damaged,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-fundametals-641714-100
Kobe Bryant 8 System TB,False,273776,599520 104,kobe-bryant-8-system-tb-599520-104,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/123/389/original/599520_104.png.png,sneakers,,,686e5e31-a6a3-45f7-8994-41f8f71ca11a,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/087/662/792/square/temp1682453510.jpeg?1682453510,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/087/662/792/square/temp1682453510.jpeg?1682453510""}",used,1,https://www.goat.com/sneakers/kobe-bryant-8-system-tb-599520-104
Kobe 9 Elite GS 'Masterpiece',False,13085,636602 001,kobe-9-elite-gs-masterpiece-636602-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/016/009/original/636602_001.png.png,sneakers,,,1a7606f6-a85d-4dc8-ba29-0f51e046b2f9,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-gs-masterpiece-636602-001
