value,is_slotted,id,sku,slug,color,category,image_url,product_type,release_date,release_date_year,variation_id,box_condition,used_image_url,cheapest_product,product_condition,count_for_product_condition,goat_url
Zoom Kobe 6 Protro 'Grinch',False,631511,CW2190 300,zoom-kobe-6-protro-grinch-cw2190-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/505/599/original/631511_00.png.png,sneakers,20201224,2020,23a19e22-41f1-486c-a577-63b470553558,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/054/245/410/square/temp1620263090.jpeg?1620263090,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/245/410/square/temp1620263090.jpeg?1620263090""}",new_no_defects,101,https://www.goat.com/sneakers/zoom-kobe-6-protro-grinch-cw2190-300
Zoom Kobe 4 Protro 'Mambacita',False,1109126,FJ9363 100,zoom-kobe-4-protro-white-gold-emerald-fj9363-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/087/922/116/original/1109126_00.png,sneakers,20230501,2023,bc1f7645-89f5-4edd-92a9-fc80174f2625,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-white-gold-emerald-fj9363-100
Undefeated x Zoom Kobe 5 Protro 'Hall Of Fame',False,672346,DA6809 700,undefeated-x-zoom-kobe-5-protro-hall-of-fame-da6809-700,gold,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/464/699/original/672346_00.png.png,sneakers,20210512,2021,1520b084-7666-42f2-a9a6-81dc063b6b18,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/054/550/205/square/temp1620845833.jpeg?1620845833,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/550/205/square/temp1620845833.jpeg?1620845833""}",new_no_defects,101,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-5-protro-hall-of-fame-da6809-700
Zoom Kobe 5 Protro ‘Bruce Lee’,False,628376,CD4991 700,zoom-kobe-5-protro-alternative-bruce-lee-cd4991-700,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/046/355/077/original/628376_00.png.png,sneakers,20201124,2020,2b8498a7-82bb-4fe6-b64b-6fb68717cfed,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/053/723/019/square/temp1619335028.jpeg?1619335028,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/053/723/019/square/temp1619335028.jpeg?1619335028""}",new_no_defects,90,https://www.goat.com/sneakers/zoom-kobe-5-protro-alternative-bruce-lee-cd4991-700
Zoom Kobe 6 Protro 'Mambacita Sweet Sixteen',False,773881,CW2190 002,zoom-kobe-6-protro-mamba-forever-cw2190-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/071/658/139/original/773881_00.png.png,sneakers,20220501,2022,f40410c4-7d33-4ac4-8dda-955ec8b87641,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-protro-mamba-forever-cw2190-002
Kobe Mentality 'Black Red',False,348702,704942 009,kobe-mentality-704942-009,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/011/202/289/original/704942_009.png.png,sneakers,20170615,2017,6e63dfa6-71c5-48ea-9541-2d6ea35e71e1,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/072/618/848/square/temp1653373892.jpeg?1653373892,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/072/618/848/square/temp1653373892.jpeg?1653373892""}",used,3,https://www.goat.com/sneakers/kobe-mentality-704942-009
Zoom Kobe 6 'Think Pink',False,25061,429659 601,zoom-kobe-6-429659-601,pink,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/045/596/705/original/25061_00.png.png,sneakers,20110826,2011,4a7db4c7-ee2e-456f-a267-6e1ee663f89c,badly_damaged,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-601
Zoom Kobe 7 System TB 'Black',False,72162,517359 005,zoom-kobe-7-system-tb-517359-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/528/494/original/517359_005.png.png,sneakers,20120918,2012,790377e6-13ae-4d93-84d8-ff058f179def,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/078/570/412/square/temp1663889420.jpeg?1663889420,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/078/570/412/square/temp1663889420.jpeg?1663889420""}",used,3,https://www.goat.com/sneakers/zoom-kobe-7-system-tb-517359-005
Zoom Kobe 6 GS 'Concord',False,25505,429913 100,kobe-6-gs-429913-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/033/017/original/429913_100.png.png,sneakers,,,03c43758-7138-4bfc-bd67-27ae68539496,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/064/648/859/square/temp1639363767.jpeg?1639363767,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/064/648/859/square/temp1639363767.jpeg?1639363767""}",used,2,https://www.goat.com/sneakers/kobe-6-gs-429913-100
Zoom Kobe Venomenon 5 'Black',False,296002,749884 001,zoom-kobe-venomenon-5-749884-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/153/950/original/296002_00.png.png,sneakers,20150103,2015,aae239d5-8743-4340-8ce8-c42ff9c88539,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/088/647/803/square/temp1684647690.jpeg?1684647690,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/088/647/803/square/temp1684647690.jpeg?1684647690""}",used,4,https://www.goat.com/sneakers/zoom-kobe-venomenon-5-749884-001
Zoom Kobe 6 Protro 'All Star',False,630772,DH9888 600,zoom-kobe-6-protro-all-star-dh9888-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/050/195/329/original/630772_00.png.png,sneakers,20210315,2021,e3971e9e-5283-479a-942a-4d98d298f4c1,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/054/434/892/square/temp1620656642.jpeg?1620656642,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/434/892/square/temp1620656642.jpeg?1620656642""}",new_no_defects,97,https://www.goat.com/sneakers/zoom-kobe-6-protro-all-star-dh9888-600
Kobe 11 GS 'TV',False,52674,822945 002,kobe-11-gs-tv-822945-002,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/586/193/original/822945_002.png.png,sneakers,20160527,2016,30b81993-ea26-4d57-aab9-4e1ed6058021,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/067/721/035/square/temp1644637131.jpeg?1644637131,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/067/721/035/square/temp1644637131.jpeg?1644637131""}",used,2,https://www.goat.com/sneakers/kobe-11-gs-tv-822945-002
Zoom Kobe 5 Protro '5x Champ',False,599997,CD4991 500,zoom-kobe-5-protro-lakers-cd4991-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/806/488/original/599997_00.png.png,sneakers,20200824,2020,8b6b0562-367f-4cfa-a050-d62b94149b9d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-protro-lakers-cd4991-500
Zoom Kobe Venomenon 5 'University Gold',False,29279,749884 706,venomenon-5,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/066/251/766/original/29279_00.png.png,sneakers,,,981a5aad-4de1-4117-9819-8fc207f04cd1,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/083/984/766/square/camera2079622025491071639.jpeg?1674510128,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/083/984/766/square/camera2079622025491071639.jpeg?1674510128""}",used,1,https://www.goat.com/sneakers/venomenon-5
Zoom Kobe 6 'White Del Sol',False,24905,429659 103,zoom-kobe-6-429659-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/990/original/429659_103.png.png,sneakers,20110401,2011,b02d50e0-bc27-462c-a693-0d062e29f82d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-103
Zoom Kobe 5 Protro 'Alternate Bruce Lee',False,639895,CD4991 101,zoom-kobe-5-protro-alternate-bruce-lee-cd4991-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/266/654/original/639895_00.png.png,sneakers,20201124,2020,be6c50e4-daee-4d3f-a4b9-9841209ed2d6,good_condition,,,new_no_defects,35,https://www.goat.com/sneakers/zoom-kobe-5-protro-alternate-bruce-lee-cd4991-101
Zoom Kobe 5 Protro 'Big Stage',False,589625,CT8014 100,kobe-5-protro-big-stage-2020-ct8014-100,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/147/229/original/589625_00.png.png,sneakers,20200823,2020,4bcb804d-d306-4db4-bf61-7fa9ebea1955,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-5-protro-big-stage-2020-ct8014-100
The Kobe 2 'White',False,28311,677393 10,kobe-adidas,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/024/033/original/677393_10.png.png,sneakers,,,ea800f1b-0b87-475d-8e56-4c2e222d47a3,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-adidas
Zoom Kobe 6 'Grinch',False,13353,429659 701,zoom-kobe-6-grinch-429659-701,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/019/491/original/13353_00.png.png,sneakers,20101225,2010,38611986-b1d0-49dd-a6e3-07619ebe4c11,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-grinch-429659-701
Kobe 6 Protro 'EYBL',False,778964,DM2825 001,kobe-6-protro-eybl-dm2825-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/085/438/353/original/778964_00.png.png,sneakers,,,00ab2a85-d6bc-41d0-99f8-2dc783bf29d3,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-6-protro-eybl-dm2825-001
Kobe 11 'Fundamental',False,70411,836183 100,kobe-11-em-836183-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/188/043/original/836183_100.png,sneakers,20160924,2016,af05a851-b591-476a-8f38-26521ea8ac7b,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-836183-100
Kobe 11 Elite Low GS 'Black Space',False,175539,822945 001,kobe-11-elite-low-gs-black-space-822945-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/554/670/original/822945_001.png.png,sneakers,,,53695db4-123c-4759-8987-d5a40f571cad,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/089/036/099/square/camera5773998428340808385.jpeg?1685559459,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/089/036/099/square/camera5773998428340808385.jpeg?1685559459""}",used,1,https://www.goat.com/sneakers/kobe-11-elite-low-gs-black-space-822945-001
Zoom Kobe 6 TB 'Varsity Red',False,49014,454142 600,zoom-kobe-6-tb-454142-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/062/344/691/original/49014_00.png.png,sneakers,20110701,2011,1e229c81-0a54-462a-9f2d-69cca9494fd0,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/089/245/756/square/temp1685996473.jpeg?1685996473,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/089/245/756/square/temp1685996473.jpeg?1685996473""}",used,1,https://www.goat.com/sneakers/zoom-kobe-6-tb-454142-600
Kobe 9 Em GS 'Easter',False,26191,653593 300,kobe-9-em-gs-easter-653593-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/037/460/original/653593_300.png.png,sneakers,,,c3e5a726-7122-4b38-b230-547a2a36fa56,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/088/152/088/square/camera-outerPhotoData-2023-05-0815_14_01_0000.jpg?1683558841,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/088/152/088/square/camera-outerPhotoData-2023-05-0815_14_01_0000.jpg?1683558841""}",used,6,https://www.goat.com/sneakers/kobe-9-em-gs-easter-653593-300
Kobe Mentality GS,False,9573,705387 500,kobe-mentality-3-5y-7y-kids-basketball-shoe-705387-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/011/520/original/705387500.png.png,sneakers,,,4f800d37-6ea5-4908-ad25-e6688b234a80,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/050/590/191/square/temp1613796961.jpeg?1613796961,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/050/590/191/square/temp1613796961.jpeg?1613796961""}",used,5,https://www.goat.com/sneakers/kobe-mentality-3-5y-7y-kids-basketball-shoe-705387-500
Kobe A.D. 'Purple Stardust',False,164172,852425 500,kobe-a-d-purple-stardust-852425-500,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/444/462/original/164172_00.png.png,sneakers,20170701,2017,e6cd08e7-f75a-430d-89c2-5ac83b264d6f,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-purple-stardust-852425-500
Kobe A.D. 2018 'White Toe',False,483213,AR5515 002,kobe-a-d-2018-white-toe-ar5515-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/439/964/original/AR5515_002.png,sneakers,20181128,2018,0d9b1148-9217-4784-a04c-d62494a9b445,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-2018-white-toe-ar5515-002
Undefeated x Zoom Kobe 5 Protro 'What If Pack' Special Box,False,672783,DB5551 900,undefeated-x-zoom-kobe-5-protro-what-if-pack-special-box-undft-kobe-5-what-if-pack,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/273/955/original/672783_00.png.png,sneakers,20200827,2020,7cc48809-4ed1-457e-8fae-064c9fc69dda,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-5-protro-what-if-pack-special-box-undft-kobe-5-what-if-pack
Zoom Kobe 5 Protro '5 Rings',False,677052,CD4991 400,zoom-kobe-5-protro-5-rings-cd4991-400,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/043/570/562/original/677052_00.png.png,sneakers,20201015,2020,4e1f105a-2598-47e9-9668-5ef5b55a4a93,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/054/262/136/square/temp1620309486.jpeg?1620309486,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/054/262/136/square/temp1620309486.jpeg?1620309486""}",new_no_defects,68,https://www.goat.com/sneakers/zoom-kobe-5-protro-5-rings-cd4991-400
Zoom Kobe 5 'Dark Knight',False,24066,386429 001,zoom-kobe-5-dark-knight-386429-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/459/399/original/24066_00.png.png,sneakers,20100122,2010,7c1e3cf6-23e9-4f16-87a7-8bcd21338512,good_condition,,,new_with_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-dark-knight-386429-001
Zoom Kobe 5 'Black Out',False,24544,386429 003,zoom-kobe-5-black-out-386429-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/663/original/386429_003.png.png,sneakers,20100116,2010,df0da4ab-97a7-4dfd-81d0-598ee3fc92c8,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/066/839/540/square/camera-outerPhotoData-2022-01-2409_19_21_0000.jpg?1643015961,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/066/839/540/square/camera-outerPhotoData-2022-01-2409_19_21_0000.jpg?1643015961""}",used,2,https://www.goat.com/sneakers/zoom-kobe-5-black-out-386429-003
Zoom Kobe 5 Protro 'EYBL',False,651439,CD4991 300,zoom-kobe-5-protro-eybl-cd4991-300,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/179/184/original/651439_00.png.png,sneakers,20200829,2020,77fc1caa-e530-40df-a4bf-081cfe52b476,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-protro-eybl-cd4991-300
Zoom Kobe 7 System 'Concord',False,26234,488371 402,zoom-kobe-7-system-488371-402,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/055/176/047/original/26234_00.png.png,sneakers,20120519,2012,2056305e-a2ba-4f9b-a2e9-459d9d845c4e,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/060/104/173/square/temp1631112420.jpeg?1631112420,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/060/104/173/square/temp1631112420.jpeg?1631112420""}",used,3,https://www.goat.com/sneakers/zoom-kobe-7-system-488371-402
Kobe 10 GS 'Easter',False,56664,726067 808,kobe-10-gs-easter-726067-808,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/716/205/original/726067_808.png.png,sneakers,,,135e5779-650e-43b5-a801-eaeda59fbe48,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/082/356/674/square/temp1671389355.jpeg?1671389355,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/082/356/674/square/temp1671389355.jpeg?1671389355""}",used,5,https://www.goat.com/sneakers/kobe-10-gs-easter-726067-808
Zoom Kobe 6 'Dark Knight',False,25208,429659 016,zoom-kobe-6-dark-knight-429659-016,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/159/938/original/25208_00.png.png,sneakers,20111121,2011,f6a1cd32-d286-426c-b286-89a411d40d37,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-dark-knight-429659-016
Zoom Kobe 6 TD 'Concord',False,933247,429912 100,zoom-kobe-6-td-concord-429912-100,white,shoes,,sneakers,20110115,2011,3205cedc-ea0a-4c92-86cc-f820e734913c,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/077/383/835/square/temp1661693687.jpeg?1661693687,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/077/383/835/square/temp1661693687.jpeg?1661693687""}",used,2,https://www.goat.com/sneakers/zoom-kobe-6-td-concord-429912-100
Kobe A.D. TB 'Black Silver',False,498342,AT3874 001,kobe-a-d-tb-black-silver-at3874-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/083/390/642/original/498342_00.png.png,sneakers,,,9a16b13d-9add-4e86-8118-07e6eb804530,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-black-silver-at3874-001
Kobe 9 Elite 'Perspective',False,13018,630847 400,kobe-9-elite-perspective-630847-400,teal,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/733/original/13018_00.png.png,sneakers,20140308,2014,245a22d2-37e5-49a5-9848-f0d8d52bf720,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-perspective-630847-400
Zoom Kobe 5 Protro 'Chaos',False,558317,CD4991 100,zoom-kobe-5-protro-chaos-cd4991-100,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/644/418/original/558317_00.png.png,sneakers,20200103,2020,fec61f63-85a8-4143-8308-24c35fd8c06d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-protro-chaos-cd4991-100
Kobe 11 GS 'Team USA',False,150131,822945 184,kobe-11-gs-team-usa-822945-184,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/861/264/original/822945_184.png,sneakers,20160718,2016,2c5ac754-bb75-4da9-b9e5-415310bb189d,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/073/365/495/square/temp1654710455.jpeg?1654710455,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/073/365/495/square/temp1654710455.jpeg?1654710455""}",used,3,https://www.goat.com/sneakers/kobe-11-gs-team-usa-822945-184
Kobe 11 'Carpe Diem',False,52224,836183 015,kobe-11-carpe-diem-836183-015,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/243/216/original/52224_00.png.png,sneakers,20160521,2016,43d16b9d-916e-4dd4-9fa8-2270ebc529cc,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-carpe-diem-836183-015
Kobe A.D. 'Chrome',False,100363,852425 110​,kobe-a-d-chrome-852425-110,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/002/084/293/original/852425_110%E2%80%8B.png,sneakers,,,d5d748b7-bbe4-41c9-be7d-2fab5f69166c,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-chrome-852425-110
Kobe 9 Em GS 'Independence Day',False,13230,653593 100,kobe-9-em-gs-independence-day-653593-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/017/183/original/653593_100.png.png,sneakers,,,d16fca4b-b8eb-4afd-bd66-e889d19fb3d1,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/074/202/455/square/temp1656007480.jpeg?1656007480,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/074/202/455/square/temp1656007480.jpeg?1656007480""}",used,5,https://www.goat.com/sneakers/kobe-9-em-gs-independence-day-653593-100
Kobe A.D. NXT 360 'White Multicolor',False,416710,AQ1087 102,kobe-a-d-nxt-360-aq1087-102,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/019/004/original/416710_00.png.png,sneakers,20180801,2018,0ad308a2-62cf-49be-9dfd-3c206ba318d2,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-360-aq1087-102
Zoom Kobe 5 'Lakers Away',False,24235,386429 071,zoom-kobe-5-386429-071,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/568/239/original/24235_00.png.png,sneakers,20100116,2010,e45e1dbf-96b4-4e9b-b090-5e5ccc99ac54,badly_damaged,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-386429-071
Zoom Kobe 6 'Concord',False,25296,429659 100,zoom-kobe-6-429659-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/988/original/429659_100.png.png,sneakers,20110115,2011,bfaa559f-f9ac-4375-bc50-72923e164f93,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-100
Zoom Kobe Venomenon 4,False,158647,635578 300,zoom-kobe-venomenon-4-635578-300,teal,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/643/665/original/158647_00.png.png,sneakers,20140301,2014,4f034d73-49e7-41aa-b38b-684993727e41,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/037/389/463/square/temp1591000012.jpeg?1591000012,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/037/389/463/square/temp1591000012.jpeg?1591000012""}",used,2,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-635578-300
Kobe 11 Elite Low 'Bruce Lee',False,44864,822675 706,kobe-11-bruce-lee-822675-706,yellow,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/453/585/original/44864_00.png.png,sneakers,20160319,2016,3a5bc000-68ce-442d-bd10-351fba9500de,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-bruce-lee-822675-706
Zoom Kobe 6 Protro 'White Del Sol',False,635296,CW2190 100,zoom-kobe-6-protro-del-sol-cw2190-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/488/796/original/635296_00.png.png,sneakers,20210614,2021,0b04f1c0-3ca6-4f3b-aa3f-08acf721c8c5,good_condition,https://image.goat.com/attachments/product_outer_pictures/images/053/434/158/square/temp1618820650.jpeg?1618820650,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/053/434/158/square/temp1618820650.jpeg?1618820650""}",new_no_defects,101,https://www.goat.com/sneakers/zoom-kobe-6-protro-del-sol-cw2190-100
Kobe 9 EM GS 'Laser Crimson',False,29916,653593 001,kobe-9-em-gs-laser-crimson-653593-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/083/012/original/653593_001.png.png,sneakers,,,8ce772e4-efd8-4e91-84a1-f3204e3c0096,no_original_box,https://image.goat.com/attachments/product_outer_pictures/images/052/288/906/square/temp1616704379.jpeg?1616704379,"{""picture_url"":""https://image.goat.com/attachments/product_outer_pictures/images/052/288/906/square/temp1616704379.jpeg?1616704379""}",used,3,https://www.goat.com/sneakers/kobe-9-em-gs-laser-crimson-653593-001
Kobe A.D. Mid 'Lakers Purple' Sample,False,472888,942521 500,kobe-a-d-tb-lakers-purple-sample-942521-500,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/015/888/374/original/942521_500.png.png,sneakers,,,154dc0b6-ad34-4ef2-8055-033027f7a55f,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-lakers-purple-sample-942521-500
Kobe 11 '3D',False,62005,836183 084,kobe-11-em-low-3d-836183-084,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/718/511/original/62005_00.png.png,sneakers,20160727,2016,8500ec15-be0c-45df-99c9-a4334006006d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-3d-836183-084
Zoom Kobe 6 'Vault Anniversary',False,414853,446897 992,zoom-kobe-6-vault-anniversary-446897-992,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/013/514/914/original/446897_992.png.png,sneakers,20110917,2011,e75cad45-c7e6-434e-867d-83c286928f42,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-vault-anniversary-446897-992
Kobe 9 EM 'Deep Garnet',False,28492,646701 678,kobe-9,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/472/original/646701_678.png.png,sneakers,20141213,2014,ca12ae6c-276c-46a9-97d7-6b11bea5ceb4,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-9
Kobe 11 Elite Low 'Black Space',False,70696,822675 001,kobe-11-elite-low-black-space-822675-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/927/331/original/70696_00.png.png,sneakers,20161004,2016,f0c1850e-1248-409c-b995-e9b4bcbc806d,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-low-black-space-822675-001
Kobe A.D. TB 'White Gorge Green',False,586004,AT3874 117,kobe-a-d-tb-white-gorge-green-at3874-117,white,shoes,,sneakers,,,8094c04e-10b7-4a27-8579-5783b3e3ab06,no_original_box,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-tb-white-gorge-green-at3874-117
Kobe 11 'Summer',False,67515,836183 103,kobe-11-em-low-summer-836183-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/725/114/original/67515_00.png.png,sneakers,20160831,2016,7ee9f65d-d1ec-4574-8fac-53d71f4716ba,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-summer-836183-103
Zoom Kobe 6 'China',False,24709,429659 006,zoom-kobe-6-china-429659-006,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/458/918/original/24709_00.png.png,sneakers,20110305,2011,1e80daac-ea33-44d8-897a-241c6fbb8be5,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-china-429659-006
Kobe A.D. Mid BM 'City Edition',False,286420,AQ5164 001,kobe-a-d-mid-bm-city-edition-aq5164-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/135/681/original/286420_00.png.png,sneakers,20171226,2017,3e98498e-5c54-4068-a51c-a4c7b39dfd43,good_condition,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-bm-city-edition-aq5164-001
Kobe 8 System 'Blue Coral Snake',False,49026,555035 400,kobe-8-system-555035-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/243/original/555035_400.png.png,sneakers,20130223,2013,0427928f-d78f-49d7-8158-4d7b3f2f390c,badly_damaged,,,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-555035-400
