value,is_slotted,id,sku,slug,color,category,image_url,release_date,product_type,release_date_year,variation_id,discount_tag,box_condition,product_condition,count_for_product_condition,goat_url
Kobe 11 'Draft Day',False,51875,836183 154,kobe-11-draft-day-836183-154,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/742/025/original/51875_00.png.png,20160428,sneakers,2016,dc3e9498-f27c-450c-9d9e-6c052a06d192,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-draft-day-836183-154
Kobe 11 iD,False,176856,865773 XXX,kobe-11-id-865773-994,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/005/072/017/original/865773_994.png.png,,sneakers,,321ac998-666d-4c09-8795-0c3ce35578a2,,no_original_box,used,3,https://www.goat.com/sneakers/kobe-11-id-865773-994
Zoom Kobe 5 'All Star',False,24090,386429 601,zoom-kobe-5-all-star-386429-601,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/678/original/386429_601.png.png,20100206,sneakers,2010,31fbbbf8-e955-4e90-a052-dbfe4c613716,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-all-star-386429-601
Kobe 11 Elite Low 4KB 'Red Horse',False,55048,824463 606,nike-kobe-11-elite-low-4kb-red-horse-824463-606,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/713/920/original/55048_00.png.png,20160601,sneakers,2016,555f3d3d-dd6f-4c9f-81ea-99f2b55794f5,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/nike-kobe-11-elite-low-4kb-red-horse-824463-606
Kobe 11 GS 'Tinker Hatfield',False,178387,822945 060,kobe-11-gs-tinker-hatfield-822945-060,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/005/005/427/original/822945_060.png,20160505,sneakers,2016,29ece7ec-224d-41f9-9baf-6e98cc2d96aa,,good_condition,used,3,https://www.goat.com/sneakers/kobe-11-gs-tinker-hatfield-822945-060
Zoom Kobe 5 'Del Sol',False,24978,386429 002,zoom-kobe-5-386429-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/236/212/original/386429_002.png.png,20100523,sneakers,2010,1288d352-2561-42c7-ad8e-02632b94159b,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-386429-002
Kobe 9 EM 'Brazil',False,49894,646701 413,kobe-9-game-royal-646701-413,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/249/original/646701_413.png.png,20140619,sneakers,2014,77b73533-5b5d-4781-9efc-fc251ba3e99d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-game-royal-646701-413
Zoom Kobe 1 Protro 'Black Out',False,466276,AQ2728 004,zoom-kobe-1-protro-purple-reign-aq2728-004,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/014/493/original/466276_00.png.png,20181023,sneakers,2018,039b2c9c-c197-4e5c-ae54-bc2f795d373f,,good_condition,new_no_defects,16,https://www.goat.com/sneakers/zoom-kobe-1-protro-purple-reign-aq2728-004
Zoom Kobe 4 Protro 'Wizenard',False,555414,CV3469 001,zoom-kobe-4-protro-wizenard-cv3469-001,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/596/097/original/555414_00.png.png,20191206,sneakers,2019,30ad34e8-0dcf-4b95-af1c-01641035407c,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-4-protro-wizenard-cv3469-001
Zoom Kobe 5 'Da Vinci',False,24146,386429 031,kobe-5-davinci-386429-031,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/084/389/original/386429_031.png.png,20100304,sneakers,2010,a2bf4d7f-9558-42b3-91a0-94349fed1213,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-5-davinci-386429-031
Zoom Kobe 6 iD,False,509125,446897 XXX,zoom-kobe-6-id-446897-xxx,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/723/804/original/446897_XXX.png.png,,sneakers,,1bc2aa01-b0bc-4fad-9571-a0a0cc73137e,,no_original_box,used,3,https://www.goat.com/sneakers/zoom-kobe-6-id-446897-xxx
Kobe 11 Elite Low 'Achilles Heel',False,39116,822675 670,kobe-11-achilles-heel-822675-670,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/714/031/original/39116_00.png.png,20160109,sneakers,2016,3568ed92-7d54-4b7b-a637-3a3e5ba73ac2,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-achilles-heel-822675-670
Kobe 11 'Invisibility Cloak',False,153039,836183 005,kobe-11-em-low-invisibility-cloak-836183-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/003/930/216/original/836183_005.png,20161101,sneakers,2016,393d7a1e-f7dd-4771-af16-ecd225aa67da,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-invisibility-cloak-836183-005
Kobe 8+ EP 'All Star - Extraterrestrial',False,509664,596923 800,kobe-8-system-ep-all-star-game-extraterrestrial-596923-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/020/802/462/original/596923_800.png.png,20130215,sneakers,2013,2cd13e2c-be2d-4cdd-b5a5-453398143639,,good_condition,used,2,https://www.goat.com/sneakers/kobe-8-system-ep-all-star-game-extraterrestrial-596923-800
Kobe A.D. Exodus TB 'White Blue',False,603096,AT3874 112,kobe-a-d-exodus-tb-white-blue-at3874-112,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/033/447/793/original/AT3874_112.png.png,,sneakers,,f9c4c023-e46a-49c6-b96a-127f4906c58c,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-white-blue-at3874-112
Zoom Kobe Venomenon 5 'Court Purple',False,203625,749884 585,zoom-kobe-venomenom-5-749884-585,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/006/093/507/original/749884_585.png.png,,sneakers,,cb6e12fb-2057-48ee-973c-8bc59d908986,,missing_lid,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-venomenom-5-749884-585
Kobe 10 'Bright Crimson',False,30056,705317 060,kobe-10-bright-crimson-705317-060,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/849/282/original/30056_00.png.png,20150618,sneakers,2015,5218bc4b-0da2-4b24-b9e3-630e805d07de,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-bright-crimson-705317-060
Zoom Kobe Venomenon 4,False,158647,635578 300,zoom-kobe-venomenon-4-635578-300,teal,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/069/643/665/original/158647_00.png.png,20140301,sneakers,2014,4f034d73-49e7-41aa-b38b-684993727e41,,good_condition,used,5,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-635578-300
Kobe 11 Elite Low 'Eulogy',False,42464,822675 510,kobe-11-8-24-822675-510,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/196/996/original/42464_00.png.png,20160227,sneakers,2016,89bf5b34-856a-471d-81a0-a8383cdadafe,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-8-24-822675-510
Kobe A.D. NXT 360 'Infrared',False,384304,AQ1087 100,kobe-a-d-nxt-360-infrared-aq1087-100,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/006/527/original/384304_00.png.png,20180614,sneakers,2018,4c712953-cf4d-492c-9e96-bfe1fd44ffb8,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-nxt-360-infrared-aq1087-100
Kobe 10 Elite 'Drill Sergeant',False,29827,747212 303,kobe-10-elite-low-overcome-747212-303,green,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/044/961/122/original/747212_303.png.png,20150812,sneakers,2015,f7a16c72-fb28-49df-98d4-2a25dd9bf291,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-elite-low-overcome-747212-303
Kobe 11 'Mambacurial',False,68218,836183 635,kobe-11-what-the-mambacurial-836183-635,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/967/730/original/68218_00.png.png,20160915,sneakers,2016,9d2e35f0-9dfa-47f3-9e8d-e9519a97089d,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-what-the-mambacurial-836183-635
Kobe 10 '5AM Flight',False,9488,705317 403,kobe-x-men-s-basketball-shoe-705317-403,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/257/182/original/9488_00.png.png,20150207,sneakers,2015,a0704148-6c3c-4f6e-ba84-5617acf32091,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-x-men-s-basketball-shoe-705317-403
Kobe A.D. 'Big Stage',False,147588,852425 107,kobe-a-d-big-stage-852425-107,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/600/974/original/147588_00.png.png,20170603,sneakers,2017,cff31431-9029-4b2f-be76-4a8ff7c0ae12,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-big-stage-852425-107
Kobe 11 GS '8 24',False,283633,822945 510,kobe-11-gs-8-24-822945-510,purple,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/008/525/167/original/822945_510.png.png,20151127,sneakers,2015,0181badc-f1f2-429c-ad22-fad4db20b745,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-gs-8-24-822945-510
Kobe 10 'USA',False,15348,705317 604,kobe-10-usa-705317-604,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/619/200/original/15348_00.png.png,20150627,sneakers,2015,e36a3af8-eac0-4f52-849b-869d37ab4e80,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-10-usa-705317-604
Kobe 9 Elite Low 'University Red',False,12975,639045 600,kobe-9-elite-low-639045-600,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/052/112/164/original/12975_00.png.png,20140913,sneakers,2014,ccdc903f-37e0-413d-b67a-caba87b80583,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-elite-low-639045-600
Kobe 11 '3D',False,62005,836183 084,kobe-11-em-low-3d-836183-084,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/718/511/original/62005_00.png.png,20160727,sneakers,2016,ce6d4c2f-4523-4401-a7bc-02e1d94edd03,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-em-low-3d-836183-084
Kobe A.D. Exodus 'Red',False,541850,AT3874 603,kobe-a-d-exodus-red-at3874-603,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/082/887/989/original/541850_00.png.png,,sneakers,,9ee8f473-4691-4974-b011-4e4ff1a65122,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-exodus-red-at3874-603
Kobe 11 Elite Low 'USA',False,59722,822675 184,kobe-11-elite-low-usa-822675-184,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/718/427/original/59722_00.png.png,20160718,sneakers,2016,32f27909-7d68-4765-a7b3-021e59c976c7,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-low-usa-822675-184
Kobe 8 'Blue Coral Snake',False,49026,555035 400,kobe-8-system-555035-400,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/491/243/original/555035_400.png.png,20130223,sneakers,2013,0427928f-d78f-49d7-8158-4d7b3f2f390c,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-system-555035-400
Kobe 9 EM TB 'Black Metallic Silver',False,529751,685776 002,kobe-9-em-tb-black-metallic-silver-685776-002,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/023/415/757/original/685776_002.png.png,20141101,sneakers,2014,ac380c7b-6b32-4875-a903-2ff21edb442b,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/kobe-9-em-tb-black-metallic-silver-685776-002
Zoom Kobe 1 Protro 'Final Seconds',False,347229,AQ2728 101,kobe-1-protro-varsity-purple-aq2728-101,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/078/459/256/original/347229_00.png.png,20180414,sneakers,2018,7dc4a30f-6b22-4893-aab7-717fda190c29,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-1-protro-varsity-purple-aq2728-101
Kobe A.D. 'Chrome',False,96181,852425 110,kobe-a-d-chrome-852427-110,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/054/210/933/original/96181_00.png.png,20170107,sneakers,2017,5e45a993-8321-4240-a957-6963fc685898,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-chrome-852427-110
Kobe 10 Elite 'Elevate',False,14876,718763 041,nike-kobe-10-elite-elevate-718763-041,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/063/207/730/original/14876_00.png.png,20150515,sneakers,2015,493854a3-82d5-4123-a844-0eb4f495e782,,no_original_box,new_no_defects,0,https://www.goat.com/sneakers/nike-kobe-10-elite-elevate-718763-041
Kobe A.D. 2018 'Chaos',False,485867,AV3555 003,kobe-a-d-2018-black-volt-av3555-003,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/017/697/671/original/AV3555_003.png.png,20190113,sneakers,2019,f8fd8aa2-9421-4f0c-b022-d2232ec91f6f,,good_condition,new_no_defects,4,https://www.goat.com/sneakers/kobe-a-d-2018-black-volt-av3555-003
Kobe 11 TB 'White',False,240496,856485 100,kobe-11-low-tb-856485-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/007/019/240/original/856485_100.png.png,20161001,sneakers,2016,76e98be0-1050-4be9-988e-83e74c582017,,no_original_box,new_with_defects,0,https://www.goat.com/sneakers/kobe-11-low-tb-856485-100
Kobe 8 TB 'Varsity Crimson',False,393525,599520 602,kobe-8-system-tb-varsity-crimson-599520-602,red,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/087/470/760/original/599520_602.png.png,20131016,sneakers,2013,a1f82e11-f114-4609-b1c7-39afbaf907ca,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-8-system-tb-varsity-crimson-599520-602
Undefeated x Zoom Kobe 5 Protro 'What If Pack - Unlucky 13',False,672347,DB4796 100,undefeated-x-zoom-kobe-5-protro-what-if-pack-u13-db4796-100,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/049/059/125/original/672347_00.png.png,20200827,sneakers,2020,eb7a6460-99c0-4bfa-93aa-2665f4b8a5cc,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/undefeated-x-zoom-kobe-5-protro-what-if-pack-u13-db4796-100
Kobe 11 EP 'Invisibility Cloak',False,80592,836184 005,kobe-11-invisibility-cloak-836184-005,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/001/418/422/original/836184_005.png,20161101,sneakers,2016,2f68d108-1b71-4db0-b485-36dc80286d33,,no_original_box,used,1,https://www.goat.com/sneakers/kobe-11-invisibility-cloak-836184-005
Kobe A.D. Mid 'NCAA Tournament',False,328550,AJ6921 001,kobe-a-d-mid-ncaa-tournament-aj6922-001,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/057/670/856/original/328550_00.png.png,20180322,sneakers,2018,56265d99-70cb-4fa0-a2a7-d017770e2bac,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-mid-ncaa-tournament-aj6922-001
Zoom Kobe 5 'Lakers Away',False,24235,386429 071,zoom-kobe-5-386429-071,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/081/568/239/original/24235_00.png.png,20100116,sneakers,2010,98a36e5e-65ba-408d-ad36-ecfdc0247f41,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-386429-071
Zoom Kobe 6 'Urban Camo',False,25068,429659 901,zoom-kobe-6-429659-901,multi-color,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/032/999/original/429659_901.png.png,20110726,sneakers,2011,a06b95e0-6a68-4788-9302-5bf0d76a2718,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-6-429659-901
Zoom Kobe 1 Protro 'Noise Cancelling',False,501720,CI9911 110,zoom-kobe-1-protro-noise-cancelling-c19911-110,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/079/306/939/original/501720_00.png.png,20190111,sneakers,2019,f98f4054-c064-4aa6-a3cf-3e822e6d05a8,,good_condition,new_no_defects,13,https://www.goat.com/sneakers/zoom-kobe-1-protro-noise-cancelling-c19911-110
Kobe A.D. 'City of Compton',False,126717,942301 900,kobe-a-d-city-of-compton-942301-900,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/337/930/original/126717_00.png.png,20170412,sneakers,2017,00d7a337-2eeb-4794-ba92-61407fdd2629,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-a-d-city-of-compton-942301-900
Zoom Kobe 5 'USA',False,77236,386429 103,zoom-kobe-5-386429-103,white,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/053/818/140/original/77236_00.png.png,20100806,sneakers,2010,41efb771-dc7a-491b-8c2c-276f06974210,,badly_damaged,new_no_defects,0,https://www.goat.com/sneakers/zoom-kobe-5-386429-103
Kobe 11 Elite Low 'Tinker Muse',False,52272,822675 060,kobe-11-tinker-muse-822675-060,black,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/080/159/591/original/52272_00.png.png,20160505,sneakers,2016,3ac4d21f-04e2-4f90-9e82-7cd6104e85bb,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-tinker-muse-822675-060
Kobe 11 Elite Low 4KB 'Pale Horse',False,77228,824463 443,kobe-11-elite-4kb-pale-horse-824463-443,blue,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/084/447/986/original/77228_00.png.png,20161029,sneakers,2016,f8324c30-e755-4108-90bf-0ab369218d2a,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-11-elite-4kb-pale-horse-824463-443
Kobe 6 GS '3D/Hollywood',False,24686,429913 006,kobe-6-gs-3d-hollywood-429913-006,grey,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/066/998/303/original/24686_00.png.png,,sneakers,,b90e3673-8939-4fd9-b739-8db4f9f0937d,,no_original_box,used,3,https://www.goat.com/sneakers/kobe-6-gs-3d-hollywood-429913-006
Kobe 8 GS 'All Star - Extraterrestrial',False,13304,555586 800,kobe-8-gs-extraterrestrial-555586-800,orange,shoes,https://image.goat.com/750/attachments/product_template_pictures/images/000/015/899/original/555586_800.png.png,20130215,sneakers,2013,59033069-93ea-403b-a1be-4dac724f4d8a,,good_condition,new_no_defects,0,https://www.goat.com/sneakers/kobe-8-gs-extraterrestrial-555586-800
