@context,@type,name,image,releaseDate,brand,model,sku,color,description,goat_url
http://schema.org,Product,Kobe Venomenom 4,['https://image.goat.com/750/attachments/product_template_pictures/images/003/738/400/original/635578_400.png.png'],,Nike,Kobe Venomenom 4,635578 400,Polarized Blue/Venom Green,,https://www.goat.com/sneakers/kobe-venomenom-4-635578-400
http://schema.org,Product,Kobe 11 Elite Low 'Black History Month',['https://image.goat.com/750/attachments/product_template_pictures/images/080/611/356/original/40392_00.png.png'],2016-01-18T23:59:59.999Z,Nike,Kobe 11 Elite Low 'Black History Month',822522 914,Multi-Color/White-Game Royal,"The Kobe 11 Elite Low 'BHM' was released in 2016 as one of four Nike basketball silhouettes celebrating Black History Month. This rendition showcases a multi-color gradient pattern on its lightweight, breathable Flyknit upper, with BHM logos decorating the tongue padding and insoles. As the final signature sneaker for Kobe’s playing career, the Kobe 11 features special performance details are seen in the full-length Lunarlon foam and Nike Zoom Air, working to absorb shock and maximize cushioning and responsiveness.",https://www.goat.com/sneakers/kobe-11-elite-low-bhm-822522-914
http://schema.org,Product,Zoom Kobe Icon,['https://image.goat.com/750/attachments/product_template_pictures/images/000/178/733/original/819858_700.png'],2016-01-15T23:59:59.000Z,Nike,Zoom Kobe Icon,819858 700,Metallic Gold/Black-White,"Nike blends the heritage of Kobe Bryant’s innovative on-court offerings with a lifestyle aesthetic on the Zoom Kobe Icon. Featuring inspiration from Gary Payton’s Zoom Flight with its glove-like construction and inner bootie system, the shoe features a gold mesh upper with black accents underneath the exterior sheath, while the zip-up design conceals the laces.",https://www.goat.com/sneakers/zoom-kobe-icon-819858-700
http://schema.org,Product,Kobe A.D. 2018 iD,['https://image.goat.com/750/attachments/product_template_pictures/images/023/888/803/original/AQ3740_XXX.png.png'],,Nike,Kobe A.D. 2018 iD,AQ3740 XXX,Multi-Color/Multi-Color,,https://www.goat.com/sneakers/kobe-a-d-2018-id-aq3740-xxx
http://schema.org,Product,Kobe 10 'Vino',['https://image.goat.com/750/attachments/product_template_pictures/images/000/020/729/original/705317_333.png.png'],2015-03-07T23:59:59.999Z,Nike,Kobe 10 'Vino',705317 333,Poison Green/Sequoia-Sequoia-Volt,"Inspired by Kobe’s tradition of sharing wine with his teammates, the Kobe 10 ‘Vino’ uses highlighter hues of green, referencing green grapes used for white wine. Finishing details include a Volt Zoom Air sole and a black Swoosh, laces, and tongue.",https://www.goat.com/sneakers/nike-kobe-10-vino-705317-333
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe A.D. Mid 'Orange Blaze Metallic Silver' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-a-d-mid-orange-blaze-metallic-silver-942521-804
http://schema.org,Product,Kobe 11 Elite Low 'USA',['https://image.goat.com/750/attachments/product_template_pictures/images/078/718/427/original/59722_00.png.png'],2016-07-18T23:59:59.999Z,Nike,Kobe 11 Elite Low 'USA',822675 184,White/University Red-Deep Royal Blue-Metallic Silver,"The Nike Kobe 11 Elite Low ‘USA’ sneaker is reimagined in celebration of July 2016’s Independence Day. Constructed with a Flyknit material, the upper is decorated with a reverse design—the lateral side detailed with a University Red Swoosh and Deep Royal Blue heel counter, and the medial side with a Deep Royal Blue Swoosh and University Red on the ankle. The full-length Nike Zoom Air unit completes the design with an icy blue translucent outsole.",https://www.goat.com/sneakers/kobe-11-elite-low-usa-822675-184
http://schema.org,Product,Kobe A.D. 'Igloo',['https://image.goat.com/750/attachments/product_template_pictures/images/078/723/707/original/166021_00.png.png'],2017-07-01T23:59:59.999Z,Nike,Kobe A.D. 'Igloo',852425 300,Igloo/Black,"The Nike Kobe A.D. ‘Igloo’ features a virtually tonal mint design throughout the mesh upper and midsole. Blocked with black accents on the Swoosh and Kobe branding on the tongue and heel, the shoe also features a subtle speckling detail to add more contrast against the upper. Even though Kobe Bryant is no longer playing, his footwear line continues to improve and showcase tech performance advancement in basketball footwear.",https://www.goat.com/sneakers/kobe-a-d-igloo-852425-300
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 9 EM TB 'Gym Red' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-9-em-tb-685776-603
http://schema.org,Product,Kobe 10 'Flight',['https://image.goat.com/750/attachments/product_template_pictures/images/065/993/388/original/14840_00.png.png'],2015-05-01T23:59:59.999Z,Nike,Kobe 10 'Flight',705317 308,Teal/Black-Bright Citrus,"The Kobe 10 ‘Flight’ was released as part of a larger Flight collection that included the LeBron 12 and KD7. This colorway features a full, lightweight, breathable black mesh upper with hints of blue dispersed throughout the shoe. The low-top also boasts 3M reflective detailing on the leather tongue, leather accents on the heel and a Zoom Air unit for added cushioning.",https://www.goat.com/sneakers/nike-kobe-10-flight-705317-308
http://schema.org,Product,Kobe 10 'All Star' ,['https://image.goat.com/750/attachments/product_template_pictures/images/056/406/671/original/9483_00.png.png'],2015-02-13T23:59:59.999Z,Nike,Kobe 10 'All Star' ,742546 097,BLACK/MULTI-COLOR-VOLT,"Part of Nike’s NBA All Star collection in 2015, this special edition of the Kobe 10 looks to the architecture of New York city for inspiration, specifically the Unisphere from the New York World’s Fair. Dubbed the ‘Zoom City’ colorway, the design sports a seamless textile upper, stylized heel tab, metallic silver tongue, and Volt-to-orange gradient on the semi-translucent midsole.",https://www.goat.com/sneakers/kobe-x-as-men-s-basketball-shoe-742546-097
http://schema.org,Product,Kobe 11 Elite Low 4KB 'Red Horse',['https://image.goat.com/750/attachments/product_template_pictures/images/078/713/920/original/55048_00.png.png'],2016-06-01T23:59:59.999Z,Nike,Kobe 11 Elite Low 4KB 'Red Horse',824463 606,University Red/Summit White-Team Red,"The Kobe 11 Elite Low 4KB 'Red Horse' provides detail and premium touches to Kevin Durant's 11th signature shoe, designed by Leo Chang. Its knit upper starts with a multicolor forefoot that gradually shifts into vertical tonal stripes, leading to a white heel guard accented by thick red stitching and a heel tab with varied icons. The shoe is complete with a mamba icon on the insole and a semi-translucent window on the outsole.",https://www.goat.com/sneakers/nike-kobe-11-elite-low-4kb-red-horse-824463-606
http://schema.org,Product,Kobe A.D. Mid 'Port Wine',['https://image.goat.com/750/attachments/product_template_pictures/images/061/756/428/original/300808_00.png.png'],2018-02-01T23:59:59.999Z,Nike,Kobe A.D. Mid 'Port Wine',922482 602,Port Wine,"In continuation with the Black Mamba’s signature silhouette, Nike has released a new colorway that hints at Kobe Bryant’s profoundly successful career with its allover Port Wine color scheme. The Kobe A.D. Mid 'Port Wine’ features a breathable Flywire mesh upper with molded foam details, two slashes covered in white paint on the heel tab, a tri-colored Swoosh branding in green, pink, and blue, a thick white midsole, and an icy blue outsole.",https://www.goat.com/sneakers/kobe-a-d-mid-port-wine-922482-602
http://schema.org,Product,Kobe 8 GS 'Superhero',['https://image.goat.com/750/attachments/product_template_pictures/images/000/036/566/original/555586_301.png.png'],,Nike,Kobe 8 GS 'Superhero',555586 301,Psn Grn/Blcknd Bl-Hypr-Pr P,,https://www.goat.com/sneakers/kobe-8-gs-superhero-555586-301
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,"The Nike Kobe 9 GS gets a graphic-intensive look with this July 2014 release, offered here in kids’ sizing. The low-top sports an engineered mesh upper covered in a complex geometric pattern that blends white and Hyper Cobalt coloring, accented with a Swoosh in metallic gold. The shoe’s fit is secured with integrated Flywire cables, which are finished in the same mint green shade as the laces.",https://www.goat.com/sneakers/kobe-9-gs-hyper-cobalt-653593-400
http://schema.org,Product,Kobe A.D. Mid 'Rise',['https://image.goat.com/750/attachments/product_template_pictures/images/006/200/322/original/922482_401.png.png'],2017-09-02T23:59:59.000Z,Nike,Kobe A.D. Mid 'Rise',922482 401,Obsidian/Mega Blue-White,"The Nike Kobe A.D. Mid ‘Rise’ takes on a two-tone finish, featuring speckled Obsidian on the multilayer mesh upper, contrasted by gradient orange and yellow on a midsole that combines Lunarlon foam and Nike Zoom Air. The resulting colorway, topped with a unique two-layer embroidered Swoosh, pays tribute to Nike Basketball’s promotional Rise tour in Asia.",https://www.goat.com/sneakers/kobe-a-d-mid-rise-922482-401
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Zoom Kobe 4 'Varsity Royal' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/zoom-kobe-4-344335-013
http://schema.org,Product,Zoom Hyperflight Prm 'Kobe Superhero Pack',['https://image.goat.com/750/attachments/product_template_pictures/images/078/135/804/original/25805_00.png.png'],,Nike,Zoom Hyperflight Prm 'Kobe Superhero Pack',587561 001,Black/Poison Green,"Nike founder Bill Bowerman is known for pushing boundaries, and in 2001 Nike designer Eric Avar answered one of his questions—'can you make it lighter?'—by designing Nike Hyperflight. The Nike Zoom Hyperflight Prm 'Kobe Superhero Pack' expands on that legend with an ultralight synthetic upper decked out in black. The shoe features an iridescent green snake design and a slender rubber outsole befitting the lightweight silhouette.",https://www.goat.com/sneakers/zoom-hyperflight-prm-kobe-superhero-pack-587561-001
http://schema.org,Product,Undefeated x Kobe 4 Protro 'Hyper Jade',['https://image.goat.com/750/attachments/product_template_pictures/images/079/328/003/original/538387_00.png.png'],2019-08-24T23:59:59.999Z,Nike,Undefeated x Kobe 4 Protro 'Hyper Jade',CQ3869 300,Teal/Mango/White,"The Undefeated x Kobe 4 Protro 'DeMar DeRozan' was released on August 2019's Mamba Day. DeRozan debuted the shoe during the 2019 NBA Playoffs as his San Antonio Spurs took on the Denver Nuggets. Teal covers the sneaker's patent leather upper, while orange accents are found on the lining, tongue branding and around the quarter panel's black Nike Swoosh. Kobe's sheath logo appears on one shoe and the Undefeated five-strike logo is on the other, while 8 and 24 are each displayed on the heel to complete the style.",https://www.goat.com/sneakers/undefeated-x-kobe-4-protro-demar-derozan-cq3869-300
http://schema.org,Product,Kobe A.D. TB 2018 'Midnight Navy',['https://image.goat.com/750/attachments/product_template_pictures/images/034/017/330/original/AT3874_407.png.png'],,Nike,Kobe A.D. TB 2018 'Midnight Navy',AT3874 407,Midnight Navy/Metallic Silver,"This edition of the Nike Kobe A.D. is presented in a colorway of Midnight Navy and Metallic Silver. Tony Grosso designed the model which released in 2018 and features Kobe Bryant signature details throughout. His initials, KBB, appear on the inner tongue, his first name is displayed on the upper heel, and his Sheath logo resides near the ankle. The low-top sneaker comes with pull tabs on the tongue and heel, lace loops, a Lunarlon foam midsole and an embedded Zoom Air unit in the heel.",https://www.goat.com/sneakers/kobe-a-d-tb-2018-midnight-navy-at3874-407
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe A.D. iD on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-a-d-id-921529-xxx
http://schema.org,Product,Kobe 8 System 'Barcelona',['https://image.goat.com/750/attachments/product_template_pictures/images/000/016/889/original/555035_402.png.png'],2013-09-07T23:59:59.999Z,Nike,Kobe 8 System 'Barcelona',555035 402,Deep Royal Blue/Trace Yellow/Midnight Navy,"The Kobe 8 System 'Barcelona' features a Midnight Navy mesh upper with Tigerstripe patterns on the midsole. The low-top also sports yellow accents on the Swoosh, laces, heel and midsole, as well as leather details on the tongue and heel for added structure. A pop of red appears on the heel counter, which sports Kobe’s signature.",https://www.goat.com/sneakers/kobe-8-system-555035-402
http://schema.org,Product,Undefeated x Kobe 4 Protro 'Court Purple',['https://image.goat.com/750/attachments/product_template_pictures/images/079/327/987/original/538365_00.png.png'],2019-08-24T23:59:59.999Z,Nike,Undefeated x Kobe 4 Protro 'Court Purple',CQ3869 500,Court Purple/University Gold/White,"The Undefeated x Kobe 4 Protro 'Kyle Kuzma' comes in a colorway inspired by the Los Angeles Lakers, the team that drafted Kuzma in 2017 and where Kobe Bryant spent his entire 20-year NBA career. The shoe is one of four colorways released in August 2019 and features Kobe signature details, Undefeated branding and a purple patent leather upper. Both of Kobe's jersey numbers can be seen on the heel, along with a subtle 'UNDEFEATED' graphic underneath the heel counter.",https://www.goat.com/sneakers/undefeated-x-kobe-4-protro-kyle-kuzma-cq3869-500
http://schema.org,Product,Kobe 9 Elite Low 'Beethoven',['https://image.goat.com/750/attachments/product_template_pictures/images/078/710/846/original/13010_00.png.png'],2014-08-16T23:59:59.999Z,Nike,Kobe 9 Elite Low 'Beethoven',639045 101,White/Black-Wolf Grey,"Inspired by the music composer from the 1800’s, the Nike Kobe 9 Elite “Beethoven” is meant to reflect the idea of timelessness with a simple white and black colorway. Constructed with a grey Flyknit upper, the silhouette is contrasted with white tones on the tongue and heel, while black hues line the branding and Swoosh. Additionally, a carbon fiber print is featured on the heel, while a speckled midsole rounds out the monochromatic appeal.",https://www.goat.com/sneakers/kobe-9-elite-low-beethoven-639045-101
http://schema.org,Product,Kobe A.D. Mid 'NCAA Tournament',['https://image.goat.com/750/attachments/product_template_pictures/images/057/670/856/original/328550_00.png.png'],2018-03-22T23:59:59.999Z,Nike,Kobe A.D. Mid 'NCAA Tournament',AJ6921 001,Black/Multi-Color,"Released to coincide with the 2018 NCAA Basketball Tournament, this edition of the Kobe A.D. features a black upper, speckled midsole, and an iridescent Swoosh. The standout element of the mid top silhouette is found on the outsole, where strokes of red, yellow, blue and purple dot a black base. The ‘NCAA Tournament’ colorway offers a unique take on the shoe that marked the end of the Black Mamba’s playing days.",https://www.goat.com/sneakers/kobe-a-d-mid-ncaa-tournament-aj6922-001
http://schema.org,Product,Kobe 9 EM GS 'Bruce Lee',['https://image.goat.com/750/attachments/product_template_pictures/images/070/041/202/original/376207_00.png.png'],,Nike,Kobe 9 EM GS 'Bruce Lee',653593 700,University Gold/Blk-Laser Crimson,,https://www.goat.com/sneakers/kobe-9-em-gs-bruce-lee-653593-700
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 10 GS 'Bright Crimson' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-10-gs-726067-060
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 9 EM GS on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-9-em-gs-653593-600
http://schema.org,Product,Kobe A.D. 'Black History Month',['https://image.goat.com/750/attachments/product_template_pictures/images/083/238/859/original/129352_00.png.png'],,Nike,Kobe A.D. 'Black History Month',AH6885 170,White/Black-Gold,"For Black History Month 2017, Nike released a two-tone colorway that advocates for equality. The Kobe A.D. 'BHM' features a knit upper divided into two colors: white on the forefoot and midfoot, and black leather on the heel and ankle. The sneaker boasts a subtle pattern on the white section, metallic gold details on the Swoosh and tongue branding, and University Red details on the heel branding. The sneaker also boasts Lunarlon foam for added comfort and a Zoom Air unit in the heel for responsive cushioning.",https://www.goat.com/sneakers/kobe-ad-bhm-ah6885-170
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 9 EM TB 'Tropical Teal' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-9-em-tb-tropical-teal-685776-131
http://schema.org,Product,Kobe 9 Elite 'Perspective',['https://image.goat.com/750/attachments/product_template_pictures/images/080/337/733/original/13018_00.png.png'],2014-03-08T23:59:59.999Z,Nike,Kobe 9 Elite 'Perspective',630847 400,Neo Turq/Volt,"Inspired by Pablo Picasso and his ‘Blue Period’ the Kobe 9 Elite ‘Perspective’ features shades of blue with graphics on the upper that nod to the Spanish master’s art. One of the first colorways to emerge of the Nike Kobe 9 Elite, the silhouette is constructed with a seamless Flyknit fabric on the upper that sports a turquoise hue, while a Volt Swoosh provide a stark contrast.The shoe is set on a light blue midsole, while subtle red tones appear on the back of the sock-liner.",https://www.goat.com/sneakers/kobe-9-elite-perspective-630847-400
http://schema.org,Product,Kobe A.D. 2018 'Lakers Away',['https://image.goat.com/750/attachments/product_template_pictures/images/042/459/413/original/479119_00.png.png'],2018-12-05T08:00:00.000Z,Nike,Kobe A.D. 2018 'Lakers Away',AR5515 500,Hyper Grape/University Gold-Black,"The Kobe A.D. ‘Lakers Pack’ pays homage to the Los Angeles team with two distinct colorways including this Hyper Grape iteration. The design is dipped in iconic L.A. Lakers purple with yellow accents over the medial sides and two-tone outsole. Other signature details include contrasting Kobe sheath logos at the tongue and heel, “KBB” on the inside tongue, and multicolor “KOBE” embroidery on the right heel. The design released alongside a contrasting yellow version in December 2018.",https://www.goat.com/sneakers/kobe-a-d-lakers-pack-ar5515-500
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,"This colorway of the Kobe 9 boasts a Bright Mango hue throughout its Engineered Mesh upper, with a tree motif emerging on the design. Hits of Peach Cream and Cannon accent the shoe, while a Medium Mint outsole emerges underfoot. Contrasting black Flywire cables support the fit, matching the Swoosh and Kobe branding.",https://www.goat.com/sneakers/kobe-9-646701-880
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,"The Kobe 10 GS 'Silk' gives Kobe Bryant's tenth signature shoe with Nike a colorway of Merlot, Metallic Gold, Villain Red and orange. A silhouette based on Bryant's dedicated approach to the game and his legendary will to win, this shoe draws inspiration from his international upbringing and Silk Road, a 1st-century trade route between Europe and Asia. Merlot is found on the shoe's tongue, laces and heel counter, while orange takes over most of the translucent textile upper and Nike Swoosh. Finishing the style is a Lunarlon cushioned midsole and translucent orange outsole.",https://www.goat.com/sneakers/kobe-10-gs-silk-726067-676
http://schema.org,Product,Kobe 9 EM GS 'Gym Blue',['https://image.goat.com/750/attachments/product_template_pictures/images/080/608/550/original/47462_00.png.png'],,Nike,Kobe 9 EM GS 'Gym Blue',653593 401,Gym Blue/University Gold-Obsidian,,https://www.goat.com/sneakers/kobe-9-em-gs-gym-blue-653593-401
http://schema.org,Product,Kobe 11 Elite Low 'Brave Blue',['https://image.goat.com/750/attachments/product_template_pictures/images/048/338/379/original/49117_00.png.png'],2016-04-14T23:59:59.999Z,Nike,Kobe 11 Elite Low 'Brave Blue',822675 404,Brave Blue/Metallic Silver-University Blue,"The 2016 Kobe 11 'Brave Blue' features a gradient Flyknit upper dressed in Brave Blue and University Blue. The sneaker also sports reflective detailing on the metallic silver Swoosh, black leather details on the heel patch and tongue branding, and additional metallic silver details on the traction-forward midsole and inner lining.",https://www.goat.com/sneakers/kobe-11-brave-blue-822675-404
http://schema.org,Product,Kobe 9 Elite GS 'Team',['https://image.goat.com/750/attachments/product_template_pictures/images/000/021/022/original/636602_501.png.png'],,Nike,Kobe 9 Elite GS 'Team',636602 501,Court Purple/White-Lsr Orange,,https://www.goat.com/sneakers/kobe-9-elite-gs-team-636602-501
http://schema.org,Product,Kobe A.D. Exodus TB Promo 'Game Royal',['https://image.goat.com/750/attachments/product_template_pictures/images/024/325/841/original/AT3874_401.png.png'],,Nike,Kobe A.D. Exodus TB Promo 'Game Royal',AT3874 401,Game Royal/Blue,,https://www.goat.com/sneakers/kobe-a-d-tb-promo-game-royal-at3874-401
http://schema.org,Product,Zoom Kobe Icon 'Hyper Cobalt',['https://image.goat.com/750/attachments/product_template_pictures/images/017/131/582/original/818583_400.png.png'],,Nike,Zoom Kobe Icon 'Hyper Cobalt',818583 400,Hyper Cobalt/Black,,https://www.goat.com/sneakers/zoom-kobe-icon-hyper-cobalt-818583-400
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 9 Elite 'Influence' Sample on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-9-elite-influence-sample-630847-300-s
http://schema.org,Product,Kobe A.D. Mid 'Gorge Green',['https://image.goat.com/750/attachments/product_template_pictures/images/006/477/261/original/942521_303.png.png'],2017-09-15T23:59:59.000Z,Nike,Kobe A.D. Mid 'Gorge Green',942521 303,Gorge Green/Metallic Silver-White,"The Nike Kobe A.D. Mid ‘Gorge Green’ is defined by a near-monochromatic upper, constructed with multilayer mesh and adaptive Flywire cables, both obscured underneath a top synthetic layer for a sleek aesthetic. An embroidered Swoosh in white is matched by the Lunarlon foam midsole, featuring an encapsulated Nike Zoom Air unit for added cushioning.",https://www.goat.com/sneakers/kobe-a-d-mid-gorge-green-942521-303
http://schema.org,Product,Kobe Mentality,['https://image.goat.com/750/attachments/product_template_pictures/images/006/477/095/original/704942_800.png.png'],,Nike,Kobe Mentality,704942 800,Hot Lava/Sequoia-Daring Red-Light Bone-Volt,,https://www.goat.com/sneakers/kobe-mentality-704942-800
http://schema.org,Product,Zoom Kobe Venomenon 4 'University Red',['https://image.goat.com/750/attachments/product_template_pictures/images/015/288/368/original/635578_603.png.png'],,Nike,Zoom Kobe Venomenon 4 'University Red',635578 603,University Red/Black-Medium Mint,,https://www.goat.com/sneakers/zoom-kobe-venomenon-4-university-red-635578-603
http://schema.org,Product,Kobe 9 Elite iD,['https://image.goat.com/750/attachments/product_template_pictures/images/015/636/079/original/677992_XXX.png.png'],2014-08-11T23:59:59.999Z,Nike,Kobe 9 Elite iD,677992 XXX,Multi-Color,,https://www.goat.com/sneakers/kobe-9-elite-low-id-677992-xxx
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe A.D. Exodus TB 'White Blue' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-a-d-exodus-tb-white-blue-at3874-116
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe A.D. Mid 'Lakers Purple' Sample on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-a-d-tb-lakers-purple-sample-942521-500
http://schema.org,Product,Crazy 1 ADV 'Kobe Bryant',['https://image.goat.com/750/attachments/product_template_pictures/images/005/424/212/original/BY4369.png.png'],2017-08-05T23:59:59.000Z,adidas,Crazy 1 ADV 'Kobe Bryant',BY4369,Grey/White,"The adidas Crazy 1 (aka Kobe 1) was one of the more technical basketball styles of the early 2000s. This time around, the brand revamps the silhouette with the Crazy 1 ADV offering, which incorporates a premium grey leather and nubuck application on the upper, while the neoprene inner bootie system has been refined with sleek paneling for a lightweight and adaptable fit.",https://www.goat.com/sneakers/crazy-1-adv-by4369
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe A.D. Mid 'White Orange' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-a-d-tb-white-orange-942521-112
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 9 Em GS 'Independence Day' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-9-em-gs-independence-day-653593-100
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,"The 2013 Kobe 8 System ‘Pit Viper’ features a Raspberry Red Engineered Mesh upper that’s been given a snakeskin-style appearance. Contrasting Green Glow emerges on the Swoosh, heel and lining, with System Purple on the laces, heel counter and supportive fused layer at the toe. Underfoot, the low-top sneaker comes equipped with a Lunarlon midsole.",https://www.goat.com/sneakers/kobe-8-system-pit-viper-555035-502
http://schema.org,Product,Zoom Kobe 1 Protro 'All-Star',['https://image.goat.com/750/attachments/product_template_pictures/images/079/010/557/original/414000_00.png.png'],2018-08-17T23:59:59.999Z,Nike,Zoom Kobe 1 Protro 'All-Star',AQ2728 102,White/Black-Varsity Red,"Drawing from the sneaker Kobe Bryant wore during the 2006 NBA All-Star Game, this colorway is the Zoom Kobe 1’s 2018 comeback. The Zoom Kobe 1 Protro 'All-Star' features a white leather upper with black accents on the Swoosh, carbon fiber, toe and leather band that spans from the medial side to the heel. The basketball sneaker also boasts debossed ‘All-Star 2006’ lettering on the tongue and Varsity Red details on the midsole and collar. ",https://www.goat.com/sneakers/kobe-1-protro-all-star-aq2728-102
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe 11 TB 'Orange Blazer' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-11-em-856485-883
http://schema.org,Product,Kobe 11 'Philippines',['https://image.goat.com/750/attachments/product_template_pictures/images/001/767/431/original/836183_447%E2%80%8B.png'],2016-12-10T23:59:59.999Z,Nike,Kobe 11 'Philippines',836183 447,Deep Royal Blue/Metallic Gold-Fountain Blue​,"A follow-up to the Kobe 9 ‘Philippines’ from 2014, this similar edition of the Kobe 11 EM hit shelves in 2016. The design pays homage to basketball culture of the region, pairing blue with metallic gold accents across the Engineered Mesh construction. Underfoot, a tonal blue translucent outsole is highlighted by gold shimmer speckling.",https://www.goat.com/sneakers/kobe-11-em-low-philippines-836183-447-8be5fe20-a40d-46d0-a28c-1e035431074e
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,Shop Kobe Mentality 'Flint Silver' on GOAT. Authenticity Assured.,https://www.goat.com/sneakers/kobe-mentality-flint-silver-704942-004
http://schema.org,Product,Kobe A.D. NXT 'University Red',['https://image.goat.com/750/attachments/product_template_pictures/images/078/446/711/original/173541_00.png.png'],2017-07-15T23:59:59.000Z,Nike,Kobe A.D. NXT 'University Red',882049 600,University Red/Bright Crimson-Black,"Matching the colors of the Raptors jersey, this University Red colorway of the Kobe A.D. NXT was worn by DeMar DeRozan, who epitomizes the Mamba Mentality. The Nike Kobe A.D. NXT appears with a seamless knit design and tonal red hues throughout the upper. Contrasted with a black sock-liner and midsole, the shoe is also juxtaposed with a reverse Swoosh that features a speckled detailing. Removing the standard laces for a toggle fastening system ensures a snug fit and reduces forefoot irritation.",https://www.goat.com/sneakers/kobe-a-d-nxt-university-red-882049-600
http://schema.org,Product,Kobe A.D. 2018 EP 'Military Blue',['https://image.goat.com/750/attachments/product_template_pictures/images/066/847/205/original/491200_00.png.png'],2019-02-01T23:59:59.999Z,Nike,Kobe A.D. 2018 EP 'Military Blue',AV3556 400,Military Blue/Sunblush,"The Kobe A.D. 2018 ‘Military Blue’ wraps the foot in a breathable mesh upper with a bootie construction on the collar for a snug fit. In addition to subtle bright green accents, the low-top features contrasting black hits on the dynamic lacing system and external heel counter. A speckled midsole is supported by an icy translucent outsole with an engineered micro-blade pattern for enhanced traction.",https://www.goat.com/sneakers/kobe-a-d-2018-military-blue-av3556-400
http://schema.org,N/A,N/A,['N/A'],N/A,N/A,N/A,N/A,N/A,"The Nike Zoom Kobe 5 ‘USA’ delivers a patriotic take on Kobe Bryant’s fifth signature silhouette, highlighted by a white synthetic upper with contrasting Obsidian and Sport Red accents. The extremely lightweight build is strengthened through the application of heat-bonded overlays and strategically placed Flywire cables. A Phylon-injected midsole gives way to a grippy rubber outsole, fortified with a carbon fiber weave shank plate for midfoot rigidity.",https://www.goat.com/sneakers/zoom-kobe-5-386429-103
http://schema.org,Product,Kobe 11 GS 'All Star',['https://image.goat.com/750/attachments/product_template_pictures/images/001/880/562/original/824411_305.png'],,Nike,Kobe 11 GS 'All Star',824411 305,Black/Green,,https://www.goat.com/sneakers/kobe-11-gs-asg-824411-305
http://schema.org,Product,Kobe 11 Elite Low 'Fade To Black,['https://image.goat.com/750/attachments/product_template_pictures/images/078/131/600/original/45407_00.png.png'],2016-04-13T23:59:59.999Z,Nike,Kobe 11 Elite Low 'Fade To Black,869459 001,Black/Black,"The Nike Kobe 11 Elite Low 'FTB' was worn by Kobe Bryant in his final NBA game against the Utah Jazz on April 13, 2016. The 37-year-old ended his career with 60 points, 4 rebounds, 4 assists, 1 block, and 1 steal. The shoe features a black Flyknit upper with a metallic gold Swoosh. Released in April 2016, the 'FTB' was the final release in Nike's 'Fade to Black' Collection that released new colorways for all of Kobe Bryant's signature models. ",https://www.goat.com/sneakers/kobe-11-elite-low-ftb-869459-001
http://schema.org,Product,Zoom Kobe 2 'Carpe Diem',['https://image.goat.com/750/attachments/product_template_pictures/images/079/595/614/original/79711_00.png.png'],2007-02-01T23:59:59.999Z,Nike,Zoom Kobe 2 'Carpe Diem',316022 001,Black/Black-Varsity Maize,,https://www.goat.com/sneakers/zoom-kobe-2-carpe-diem-316022-001
